0	12
0	17
0	24
1.5	17
1.77	29
2.04	24
2.31	17
2.31	29
2.58	31
2.85	17
2.85	28
3.12	24
3.39	17
3.39	28
3.66	29
3.93	17
3.93	26
4.2	24
4.47	17
4.47	24
4.74	22
5.01	17
5.01	22
5.28	21
5.55	19
5.82	17
5.82	24
6.09	17
6.09	29
6.36	24
6.63	17
6.63	29
6.9	31
7.17	17
7.17	28
7.44	24
7.71	17
7.71	28
7.98	29
8.25	17
8.25	26
8.52	24
8.79	17
8.79	24
9.06	22
9.33	17
9.33	22
9.6	21
9.87	19
10.14	17
10.14	24
10.41	17
10.41	29
10.68	24
10.95	17
10.95	29
11.22	31
11.49	17
11.49	28
11.76	24
12.03	17
12.03	24
12.03	28
12.3	24
12.3	29
12.57	24
12.57	33
12.84	24
12.84	33
13.11	17
13.11	24
13.11	33
13.38	22
13.38	33
13.65	26
13.65	34
13.785	29
13.92	24
13.92	33
14.19	19
14.19	22
14.19	31
14.46	17
14.46	22
14.46	29
14.73	17
14.73	24
14.73	29
15	24
15	29
15.27	17
15.27	29
15.54	31
15.81	17
15.81	28
16.08	24
16.35	17
16.35	24
16.35	28
16.62	24
16.62	29
16.89	24
16.89	29
16.89	33
17.16	24
17.16	29
17.16	33
17.43	17
17.43	24
17.43	29
17.43	33
17.7	22
17.97	17
17.97	22
17.97	29
17.97	33
18.24	21
18.24	29
18.24	33
18.51	19
18.51	29
18.51	33
18.78	17
18.78	24
19.32	21
19.32	24
19.32	29
19.32	33
20.02	22
20.02	26
20.02	29
20.02	34
20.72	31
20.72	19
20.72	16
21.26	22
21.26	34
21.53	21
21.53	33
21.8	21
21.8	24
21.8	29
21.8	33
23	21
23	24
23	29
23	33
23.54	22
23.54	26
23.54	29
23.54	34
24.24	21
24.24	33
24.51	19
24.51	22
24.51	28
24.51	31
24.78	33
25.05	22
25.05	34
25.32	21
25.32	33
25.59	21
25.59	24
25.59	29
25.59	33
27	-1
